2426.4,750.24
.35,.5600000000000001
2.14,.5
2.3,.37
3.16,.37
.44,.76
2.29,.54
2.22,.46
2.54,.55
2052.39,1567.93
.61,.48
2244.3,656.96
2996.73,1335
.117,.0665
.0885,.0313
.0469,.0989
.0783,.0292
.0397,.3067
.00979,.0211
.041,.0258
.177,.101
.137,.0709
.323,.0949
.00637,.0272
.176,.0636
.0325,.0207
.313,.097
.133,.0638
.0405,.0279
.014,.038
.187,.038
.079,.042
.167,.046
.005,.0121
.187,.081
.006,.01395349
.043,.08
.07,.083
.006,.097
.01,.091
.111,.053
.02,.089
.112,.042
.206,.091
.182,.084
.107,.043
.04,.052
.006,.00372671
.071,.156
.177,.111
.635,.107
1840,6082
835,6243
.05,.0119
.009,.051
.095,.039
.109,.04
.061,.049
.0526,.0114
.104,.0144
1114,2804
.1,.159
.132,.079
.044,.0416
262,666
.007,.06
.018,.049
.589,.078
383,687
.12,.0128
.028,.043
.635,.105
1326,316
.102,.0154
.014,.049
.128,.079
.008,.0061
.119,.013
.603,.077
.054,.066
.078,.047
.25,.098
.0325,.0141
.293,.109
.0152,.0125
.132,.0339
.286,.107
.022,.045
.0502,.0126
.17,.055
.9320000000000001,.549
.0648,.0156
.237,.092
.233,.089
.13,.082
.0292,.0115
.009,.039
.196,.256
.104,.053
.282,.041
.284,.038
.039,.144
.471,.178
.061,.089
.294,.136
.052,.059
.096,.092
.5649999999999999,.067
.069,.095
.269,.226
.049,.052
.081,.039
.228,.047
.051,.248
.326,.157
.092,.096
.029,.045
.108,.161
.0381,.0258
.202,.336
4.28,1.54
.147,.162
.015,.082
.008,.054
.023,.048
.6,1.64
.0511,.0259
.031,.117
.037,.055
.069,.107
.186,.096
.053,.058
2.03,1.11
.115,.094
.109,.0259
.046,.116
.214,.116
.001,.411
.225,.175
.025,.116
.26,1.64
.0043,.552
.405,.202
.189,.076
.892,.182
.217,.119
4.14,1.52
1,2.9411765
1,.38314176
.28,1.55
.28,1.51
.141,.062
.96,.202
.103,.077
.194,.176
.112,.069
2.129,1.125
.043,.063
.043,.133
.32,.306
.031,.092
.31,.157
.00239,.0243
.073,.142
1,.30487805
.0501,.0244
.024,.096
.044,.301
1.954,1.075
.222,.582
.142,.112
.173,.133
.287,.168
.34,1.59
1.11,1.67
.475,.162
.227,.597
.341,.161
.0164,.0205
.14,1.67
.00558,.0205
3.83,1.52
.091,.148
3.544,1.007
.046,.055
2.41,1.14
.121,.072
.09,.146
.389,.193
.026,.089
.0244,.0206
.094,.106
.095,.077
.016,.063
.176,.077
.467,.151
.285,.161
.0239,.0209
2.925,.949
.0247,.0206
.146,.105
.051,.088
.1,.127
.028,.047
1.212,.208
.64,1.62
.0313,.0208
3.92,1.5
.0278,.0346
.0236,.0688
.0119,.0289
.0547,.0311
.0582,.0203
.00257,.0313
1,3.2258065
.0602,.0236
.153,.0673
.0421,.0275
.00428,.0902
.187,.0791
1,.63011972
.139,.0616
.163,.0614
.00168,.0266
1,.95238095
.089,.051
.122,.046
.09,.065
.1,.042
.106,.038
.109,.047
.151,.055
.344,.16
.106,.038
.2,.11
.4,.161
.122,.046
.158,.053
4.293,.603
4.467,.755
.089,.051
.182,.111
.325,.12
.369,.11
43.57,186
.183,.0619
509.4,183.8
.0536,.0587
2.555,2.025
534,262
.178,.0464
